Call Count,Called Phone Number,Start Time Min,Start Time Max,Total Duration,Call Start Time,Region,City,Phone Line,Location,Marketing Source,Marketing Medium,Marketing Campaign,Marketing Search Terms,Google Click ID,Google GBRAID,Google Ads Customer ID,Google Analytics Session ID,Google Analytics Client ID,Google Analytics Measurement ID,Google WBRAID,Connected Duration,Total IVR Duration,Landing page,Calling Page,New Sales Call,Serviceable area,New Service Activation,Call Not Answered by Agent,ID name,Audio URL
1,833-474-0582,11/7/25 10:25,11/7/25 10:32,0:07:45,11/7/25 10:32,West,Erie,Landline,Centura Mall,Bing Ad,Paid Search,mobile_line_addon_nonbrand,__,__,__,__,__,mdihmCx8oOFeT_Y5dz,nvmyF0BPY5o1sn3m,__,0:07:26,0:00:19,www.itelecomservices.com/TV,www.itelecomservices.com/contact-us,1,1,1,0,5KXXESZ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/5KXXESZ.mp3
1,833-474-0582,11/3/25 10:59,11/3/25 11:04,0:04:41,11/3/25 11:03,North,Camden,Mobile,Cherry Hill,Prime Time Ad,TV Ad,fiber_upgrade_offer_fall_promo,__,__,__,__,__,__,__,__,0:04:31,0:00:10,__,__,1,1,1,0,F7NTHB3,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/F7NTHB3.mp3
1,833-474-0582,11/11/25 9:26,11/11/25 9:30,0:04:07,11/11/25 9:28,East,Providence,Mobile,Boston,Google Ad,Paid Search,wifi_dead_zone_fix_nonbrand,fastest internet in my area,6hQzF5CJaj23rnVw9Z1,4MOBgPiwXasPPg8PqAgu_,X0dRxWOrziX,r436SaRsEPPlm,ax7GwUg1u74q3v8X9,86Si3rg3RBzX,__,0:03:57,0:00:10,www.itelecomservices.com/contact-us,www.itelecomservices.com/,0,0,0,1,SDKQCMY,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/SDKQCMY.mp3
1,833-474-0582,11/4/25 14:06,11/4/25 14:15,0:08:20,11/4/25 14:12,North,Cherry Hill,Mobile,Cherry Hill,Google Ad,Paid Search,fiber_1gig_launch_prospecting,high speed internet pricing,MKJrPMr60LllkpM9N6vHnWCx,gcvyMxnnb_e1IWhxWWD,vl5oi_-PIX9RA,GwzGvxQtYpMK1jV-Dg,QJ9KPCZ5qZ6LzLR3o1suGY,F_hsfvp6UdbMYHDF,__,0:08:01,0:00:19,www.itelecomservices.com/internet,www.itelecomservices.com/packages/bundle,0,0,0,1,QZRS872,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/QZRS872.mp3
1,833-474-0582,11/1/25 16:52,11/1/25 16:56,0:04:57,11/1/25 16:55,West,Lafayette,Mobile,Centura Mall,Google.com,Organic,__,__,__,__,__,__,vVTnGdGFeJe551H1qXX,lKtH4MTgyIa,__,0:04:34,0:00:23,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/Phone,1,1,1,0,R2E9QKN,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/R2E9QKN.mp3
1,833-474-0582,11/6/25 14:50,11/6/25 14:59,0:08:18,11/6/25 14:58,South,Petersburg,Landline,Richmond,Bing Ad,Paid Search,unlimited_home_phone_nov_2025,__,__,__,__,__,JYjhOdR-RpkBL7xW5dJgX,bvSTsoZXlELQ2,__,0:07:54,0:00:24,www.itelecomservices.com/TV,www.itelecomservices.com/packages/bundle,1,1,1,0,YBDNXNE,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/YBDNXNE.mp3
1,833-474-0582,11/9/25 23:08,11/9/25 23:21,0:12:24,11/9/25 23:12,South,Cary,Mobile,Raleigh Park,Google Ad,Paid Search,fiber_1gig_launch_nov_2025,wifi installation same day,yWtxP-HRxrbxVYreFbWqi67,Snl8zHE4s_2gbwPn2b,-NaUPIl-34MwD0,MVE0kC1dS4FVF_A7Nyy,XK7eo57enOEoHNrTE-,G4aMai5zSeeS9PBg,__,0:12:07,0:00:17,www.itelecomservices.com/internet,www.itelecomservices.com/Phone,0,0,0,1,VJDVRKY,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/VJDVRKY.mp3
1,833-474-0582,11/7/25 9:33,11/7/25 9:45,0:12:34,11/7/25 9:38,South,Richmond,Mobile,Raleigh Park,Google Ad,Paid Search,mobile_line_addon_q4_2025,internet and tv bundle deals,xqGkqvbiCE5ZebGEC1aU2R,GCB3IBX1qZKRGpGJaalq46Q,9JvUamE5Cb,vHEf-zN-9ZsxGBNbLQa9,v7qkBrMPOOVZh4,SfH39AbBkJnzc4B,__,0:12:10,0:00:24,www.itelecomservices.com/internet,www.itelecomservices.com/packages/bundle,1,1,1,0,TESZGMJ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/TESZGMJ.mp3
1,833-474-0582,11/5/25 5:51,11/5/25 5:53,0:02:08,11/5/25 5:51,Central,Springfield,Mobile,Springfield,Google Ad,Paid Search,unlimited_home_phone_prospecting,home phone service unlimited,Nvqg9n5v553JhQ3wp7re,DPgPaubJ1dVAcpCTh7VMc7,G2Pc9yhsXJ,Pw6ZMcObEtENYdRA,2DZY1ijXz0SDVP-JD,xBhO1NZKgsGSz,__,0:01:54,0:00:14,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/internet,0,0,0,0,8TN3Z4E,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/8TN3Z4E.mp3
1,833-474-0582,11/6/25 11:00,11/6/25 11:04,0:04:17,11/6/25 11:00,West,Erie,Landline,Indian Peaks,Google Ad,Paid Search,tv_internet_bundle_always_on,gigabit internet plans,sJ5v7BNPr752S3TjqP,kPOq9fI_DPuB_5UMzH,hf4uO-u8dR,YwMWw8Y0bcqJUaTNPDS,OrLveVrVoRgc5m1YDfdEc,R20WZOgd4gA1wP,__,0:04:01,0:00:16,www.itelecomservices.com/TV,www.itelecomservices.com/packages/bundle,1,1,1,0,MHKEKHJ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/MHKEKHJ.mp3
1,833-474-0582,11/7/25 11:32,11/7/25 11:45,0:13:14,11/7/25 11:33,West,Boulder,Mobile,Indian Peaks,Prime Time Ad,TV Ad,whole_home_wifi_retarget,__,__,__,__,__,__,__,__,0:13:01,0:00:13,__,__,0,0,0,1,C45D67U,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/C45D67U.mp3
1,833-474-0582,11/4/25 17:49,11/4/25 18:03,0:13:42,11/4/25 17:54,East,Worcester,Mobile,Boston,Google.com,Organic,__,__,__,__,__,__,8sOwyzhk7D3R6JQ6I,FZ3snfnoqgoUdLw,__,0:13:26,0:00:16,www.itelecomservices.com/Phone,www.itelecomservices.com/packages/bundle,1,1,1,0,4QRX7CB,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/4QRX7CB.mp3
1,833-474-0582,11/7/25 12:42,11/7/25 12:44,0:01:41,11/7/25 12:44,North,Mount Laurel,Mobile,Cherry Hill,Postcard,Direct Mail,fiber_1gig_launch_brand,__,__,__,__,__,__,__,__,0:01:27,0:00:14,__,__,0,0,0,1,EMNX4A3,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/EMNX4A3.mp3
1,833-474-0582,11/15/25 14:54,11/15/25 14:55,0:00:55,11/15/25 14:54,West,Erie,Mobile,Indian Peaks,Postcard,Direct Mail,wifi_dead_zone_fix_always_on,__,__,__,__,__,__,__,__,0:00:44,0:00:11,__,__,0,0,0,1,AKG2SRH,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/AKG2SRH.mp3
1,833-474-0582,11/11/25 4:35,11/11/25 4:36,0:01:12,11/11/25 4:36,East,Somerville,Mobile,Boston,Google Ad,Paid Search,hd_channel_lineup_q4_2025,switch internet provider deals,uIFCLSdIUAvBR_3LKP,BKUR1nffQEcfwbucQeo4Hafk,PwvqFZehYG,GZUYwN6LFFdBRmQikpL,2ood9YZyVgnhaagf_vmlQp,Clf8Na4pMja3PaK,__,0:00:58,0:00:14,www.itelecomservices.com/,www.itelecomservices.com/TV,0,0,0,1,BHCE6UF,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/BHCE6UF.mp3
1,833-474-0582,11/15/25 9:48,11/15/25 9:55,0:06:36,11/15/25 9:52,East,Boston,Mobile,Boston,Google.com,Organic,__,__,__,__,__,__,#NAME?,bIvJGGjpqpglmQeM,__,0:06:19,0:00:17,www.itelecomservices.com/Phone,www.itelecomservices.com/packages,0,0,0,1,XQXRKSD,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/XQXRKSD.mp3
1,833-474-0582,11/10/25 1:41,11/10/25 1:51,0:10:12,11/10/25 1:50,East,Cambridge,Landline,Boston,SFMC,Email,gig_speed_internet_brand,__,__,__,__,__,__,__,__,0:09:48,0:00:24,__,__,1,1,0,0,YNEJZR2,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/YNEJZR2.mp3
1,833-474-0582,11/14/25 10:12,11/14/25 10:18,0:06:05,11/14/25 10:13,North,Moorestown,Mobile,Cherry Hill,Google.com,Organic,__,__,__,__,__,__,ixVbIVzg_yz0mDA,6fVQZnk8U6,__,0:05:51,0:00:14,www.itelecomservices.com/contact-us,www.itelecomservices.com/packages,1,0,0,0,7SJ96VX,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/7SJ96VX.mp3
1,833-474-0582,11/2/25 10:45,11/2/25 10:58,0:12:38,11/2/25 10:49,North,Camden,Landline,Cherry Hill,Google Ad,Paid Search,fiber_upgrade_offer_prospecting,wifi installation same day,PKlSHN8lm9yP1T-g_4rM2f,4-IGyjqIQZdVz1VEYkCdf8x,IUaPMfIHU_nhNh,OlgmYcmtc91q,VAayhzu1lpyX3oTxB,13jgggFFzzOKlBo,__,0:12:17,0:00:21,www.itelecomservices.com/Phone,www.itelecomservices.com/TV,0,0,0,0,8TCF47B,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/8TCF47B.mp3
1,833-474-0582,11/9/25 8:41,11/9/25 8:45,0:04:07,11/9/25 8:41,Central,Agawam,Mobile,Springfield,Bing Ad,Paid Search,fiber_1gig_launch_retarget,__,__,__,__,__,fSFwcTaOKlvltjeCN,Wl4hkBf57q5Z_N,__,0:03:43,0:00:24,www.itelecomservices.com/contact-us,www.itelecomservices.com/,0,0,0,1,U54YFXK,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/U54YFXK.mp3
1,833-474-0582,11/14/25 16:42,11/14/25 16:42,0:00:05,11/14/25 16:42,South,Durham,Mobile,Raleigh Park,Display Ad,Banner Ad,mobile_line_addon_fall_promo,__,__,__,__,__,__,__,cwpc4x9n_hH-2dWPv-yXL_X-,0:00:00,0:00:05,__,__,0,0,0,1,4F3RDSP,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/4F3RDSP.mp3
1,833-474-0582,11/5/25 11:03,11/5/25 11:12,0:09:06,11/5/25 11:09,Central,Ludlow,Mobile,Springfield,Google Ad,Paid Search,hd_channel_lineup_brand,cable tv channel packages,EV0CnL60XHbCjX6Xf8w,lVFkINDUQHI64zLJdHbhTuSB,eVIMGj8gAVVSu,TfM-oM8vEOdtQPR,MTZT1i9ijTYiZWnbc,wEQ_ji8RmtTq55K,__,0:08:52,0:00:14,www.itelecomservices.com/TV,www.itelecomservices.com/contact-us,0,0,0,0,QZTFJGN,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/QZTFJGN.mp3
1,833-474-0582,11/7/25 16:15,11/7/25 16:16,0:00:46,11/7/25 16:15,West,Longmont,Mobile,Indian Peaks,Facebook Ad,Paid Social,whole_home_wifi_always_on,__,__,__,__,__,sKMvVkfqrYp9eaPfdF9,9TRz0rRXMa_FWud,__,0:00:24,0:00:22,www.itelecomservices.com/Phone,www.itelecomservices.com/packages,0,0,0,1,TVFZ48Q,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/TVFZ48Q.mp3
1,833-474-0582,11/11/25 13:22,11/11/25 13:25,0:02:48,11/11/25 13:23,South,Cary,Mobile,Richmond,Google Ad,Paid Search,business_class_fiber_brand,gigabit internet plans,uoztu-iwv_IjMf5CMbLW-i,RwAckoTjxvLXqg7D1-1VbmFW,n27qE8cJzCl6E,sapKAcZ3EsK9kbL,MowIAliZYOGoqMszDizF,frc4G_Vu8gTVn8Mu,__,0:02:34,0:00:14,www.itelecomservices.com/,www.itelecomservices.com/packages,1,1,1,0,T93MKNJ,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/T93MKNJ.mp3
1,833-474-0582,11/6/25 16:58,11/6/25 17:08,0:09:39,11/6/25 17:01,West,Broomfield,Landline,Indian Peaks,Google.com,Organic,__,__,__,__,__,__,g8AEkhTNDGok1q6J6VEMph,XUiNX8XDOlL18,__,0:09:20,0:00:19,www.itelecomservices.com/,www.itelecomservices.com/internet,1,0,0,0,8BYGSRN,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/8BYGSRN.mp3
1,833-474-0582,11/5/25 23:22,11/5/25 23:29,0:06:55,11/5/25 23:27,Central,Hartford,Mobile,Springfield,Google Ad,Paid Search,wifi_dead_zone_fix_prospecting,who provides internet at my address,0jUOeU_bt_MAifvfYT6xoj,3v2RSNgl2JVn4ZdPWelvk13Xq,#NAME?,3QqAOI_rYqPb4,FE_Ih1NonO2pWX9aG,OaK6tpiJ4SpSw,__,0:06:42,0:00:13,www.itelecomservices.com/,www.itelecomservices.com/packages,0,0,0,0,4T2GVT6,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/4T2GVT6.mp3
1,833-474-0582,11/3/25 9:42,11/3/25 9:55,0:12:47,11/3/25 9:45,West,Lafayette,Mobile,Indian Peaks,Bing Ad,Paid Search,student_internet_deal_brand,__,__,__,__,__,BHTdVBHKkH9Rqm,4UDbMogf040,__,0:12:33,0:00:14,www.itelecomservices.com/TV,www.itelecomservices.com/contact-us,1,1,1,0,3NRAGHF,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/3NRAGHF.mp3
1,833-474-0582,11/4/25 17:38,11/4/25 17:38,0:01:48,11/4/25 17:38,Central,Hartford,Mobile,Springfield,Google Ad,Paid Search,mobile_line_addon_prospecting,wifi extender home plan,WHKWFVgjYNxGZrCnZnGAlYg7,2ovYM_pWDBQTUnPSZhsqu1,zwWCFhO3C0a,pliTfWneqKya,7uvtG3kNVbGAtq,SDLlWw7pbu7,__,0:01:25,0:00:23,www.itelecomservices.com/internet,www.itelecomservices.com/,1,0,0,0,KYNY8W4,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/KYNY8W4.mp3
1,833-474-0582,11/2/25 9:44,11/2/25 9:54,0:10:12,11/2/25 9:52,North,Mount Laurel,Landline,Cherry Hill,Display Ad,Banner Ad,free_installation_promo_brand,__,__,__,__,__,__,__,GfOq-jxfJkowWA59ZI0s07G,0:10:02,0:00:10,__,__,0,0,0,0,F3VUPMU,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/F3VUPMU.mp3
1,833-474-0582,11/6/25 9:51,11/6/25 10:00,0:09:26,11/6/25 9:53,North,Trenton,Mobile,Cherry Hill,Google Ad,Paid Search,streaming_tv_package_prospecting,1 gig fiber plan cost,5dMLLLAHwc1lY4TpUE,0hPSp-uVAnO1NKoED9krGz,TLDQT2SbWwD1hF,kbAiuDO6hdCe,DmjQZhlGv8ypvRoTJs0JW,nCQnO19fWKlJMI8q,__,0:09:06,0:00:20,www.itelecomservices.com/contact-us,www.itelecomservices.com/Phone,1,1,1,0,JB4CZFF,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/JB4CZFF.mp3
1,833-474-0582,11/4/25 17:47,11/4/25 17:50,0:03:21,11/4/25 17:50,North,Camden,Landline,Cherry Hill,Postcard,Direct Mail,business_class_fiber_nov_2025,__,__,__,__,__,__,__,__,0:03:05,0:00:16,__,__,0,0,0,0,6EPZM5G,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/6EPZM5G.mp3
1,833-474-0582,11/9/25 10:14,11/9/25 10:20,0:06:07,11/9/25 10:19,East,Quincy,Mobile,Boston,Google Ad,Paid Search,free_installation_promo_prospecting,switch internet provider deals,VsnZMhJILsHrI4WePtYsGD,LywEAPtYswF1cbwx-PN8,SiUFSR-L56u,IdR596KsiB2hsYp,crjbnEPGm25eFPBv,hRY15tEnerG,__,0:05:48,0:00:19,www.itelecomservices.com/Phone,www.itelecomservices.com/,0,0,0,0,MJAEHU8,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/MJAEHU8.mp3
1,833-474-0582,11/3/25 12:59,11/3/25 13:07,0:08:17,11/3/25 13:03,South,Henrico,Mobile,Raleigh Park,Google Ad,Paid Search,mobile_line_addon_fall_promo,fastest internet in my area,iXFSyhSE4ETWkoBvY7jTJuKOf,BvtmCWeAJ-CLp5JEV1T,F7BAZMXvpe,AfQ4B1Y0PMMMs,wmCwoX2IviJ8bN,p--f_-QMtsKQvwcP,__,0:07:55,0:00:22,www.itelecomservices.com/TV,www.itelecomservices.com/Phone,0,0,0,0,8XYA4QB,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/8XYA4QB.mp3
1,833-474-0582,11/8/25 14:26,11/8/25 14:30,0:03:58,11/8/25 14:28,West,Lafayette,Mobile,Indian Peaks,Bing Ad,Paid Search,wifi_dead_zone_fix_always_on,__,__,__,__,__,dTc38ss5Dy0plH4,EtEek4zXw1Rpz,__,0:03:45,0:00:13,www.itelecomservices.com/TV,www.itelecomservices.com/,0,0,0,0,HPVPD5J,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/HPVPD5J.mp3
1,833-474-0582,11/11/25 11:59,11/11/25 12:02,0:02:48,11/11/25 12:00,East,Somerville,Mobile,Boston,Google Ad,Paid Search,triple_play_bundle_brand,fiber internet providers near me,0cYgS6wd_t5ESwXv04s_,SkDu-vNrebiS4QaeaVMagj,#NAME?,0zcDBV4C5kf4S-,JAQbIkhBdGw7II,9yx2adB8LEtmH9pB,__,0:02:25,0:00:23,www.itelecomservices.com/internet,www.itelecomservices.com/packages,1,0,0,0,T3PXE56,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/T3PXE56.mp3
1,833-474-0582,11/9/25 15:18,11/9/25 15:21,0:03:00,11/9/25 15:20,North,Marlton,Mobile,Cherry Hill,Google Ad,Paid Search,free_installation_promo_q4_2025,internet no contract,PNzVxkbwfXX5Xf0se9Z5UzOdR,PE1Wa_xoY28hIHrX75w,n0r99xxk9HfN,ecXFIzeF7Z2qVwaQUK,jImhKm0ef0zZ9LGildS8EQ,lem8F-sacd7,__,0:02:47,0:00:13,www.itelecomservices.com/packages,www.itelecomservices.com/contact-us,1,1,1,0,JTMUMG3,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/JTMUMG3.mp3
1,833-474-0582,11/15/25 10:58,11/15/25 11:00,0:01:57,11/15/25 10:59,North,Mount Laurel,Mobile,Cherry Hill,Facebook Ad,Paid Social,tv_internet_bundle_fall_promo,__,__,__,__,__,IqPjLZork9MYalYi2,Na0oYXW-lTDKa,__,0:01:40,0:00:17,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/,0,0,0,1,6WGEPKN,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/6WGEPKN.mp3
1,833-474-0582,11/7/25 8:41,11/7/25 8:44,0:02:43,11/7/25 8:43,West,Broomfield,Mobile,Centura Mall,Google Ad,Paid Search,free_installation_promo_prospecting,gigabit internet plans,OKu04hQi9dexNT0nfPeAT0h,1pY1T0XGd-q089RVLlxLhjBFV,UQYMhNNZoU,99m6oTbYV9dgur,7ogy0GPNz9N_KQ0_D83h_G,jiJDi4jn6h8bQwgA,__,0:02:24,0:00:19,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/packages,0,0,0,0,865R4G8,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/865R4G8.mp3
1,833-474-0582,11/13/25 16:28,11/13/25 16:42,0:14:13,11/13/25 16:42,East,Cambridge,Landline,Boston,SFMC,Email,low_price_guarantee_brand,__,__,__,__,__,__,__,__,0:14:03,0:00:10,__,__,1,0,0,0,MS8H4YH,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/MS8H4YH.mp3
1,833-474-0582,11/6/25 10:43,11/6/25 10:51,0:07:52,11/6/25 10:50,Central,Chicopee,Mobile,Springfield,Google Ad,Paid Search,fiber_1gig_launch_q4_2025,wifi installation same day,Wqp2EWGGgNz60DNChQ,87KOarnih11KLogC3PsFboq-I,NT7lJs64Fl6m,51cwYh9rFacEPO8-,SEhSasIly01eaCfR,qO2wB3Dz9UGHVs,__,0:07:38,0:00:14,www.itelecomservices.com/packages/bundle,www.itelecomservices.com/,1,0,0,0,7TTU88E,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/7TTU88E.mp3
1,833-474-0582,11/8/25 14:18,11/8/25 14:31,0:12:14,11/8/25 14:23,North,Moorestown,Mobile,Cherry Hill,Google Ad,Paid Search,hd_channel_lineup_retarget,streaming tv service local channels,zTXS5_5MA-a8Hvl3LREotyhcf,p5OqvwO5zr2f1VTnvryDL,OHfKb2rgrt1,ighrizbocRxfo,zdtNj7dlSqBJG1g5k,annvNivh-Uw,__,0:11:54,0:00:20,www.itelecomservices.com/,www.itelecomservices.com/internet,0,0,0,0,DS6VBKP,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/DS6VBKP.mp3
1,833-474-0582,11/6/25 3:32,11/6/25 3:43,0:11:35,11/6/25 3:35,West,Broomfield,Mobile,Indian Peaks,Google Ad,Paid Search,fiber_upgrade_offer_fall_promo,switch internet provider deals,ot8nhZvVHRT6dMm-O9hl-9e,lInhD83LeSUCkrDHshC6tsZZ,kIqkjaJX7J8q,1GZ5P0S9z3r2W,GLisLIhkFB3xF5,DCBfKNtd36a12as,__,0:11:22,0:00:13,www.itelecomservices.com/,www.itelecomservices.com/Phone,0,0,0,0,25AEH3K,https://raw.githubusercontent.com/djuengstGH/Telecom-demo-calls/main/25AEH3K.mp3
