Call Count,Called Phone Number,Start Time Min,Start Time Max,Total Duration,Call Start Time,Region,Division,City,Phone Line,Location,Marketing Source,Marketing Medium,Marketing Campaign,Marketing Search Terms,Google Click ID,Google GBRAID,Google Ads Customer ID,Google Analytics Session ID,Google Analytics ID 1,Google Analytics ID 2,Google WBRAID,Connected Duration,Total IVR Duration,Landing Page,Calling Page,Specialty,New Patient,Existing Patient,Not Answered by Agent,Appointment Booked,Appointment Rescheduled,ID name,Audio URL
1,877-214-8220,2026-08-11 12:58:35,2026-08-11 13:03:30,00:04:55,2026-08-11 13:00:45,Northeast,New England,Worcester,Mobile,St. Luke's Orthopedic Center,Bing Ad,Paid Search,Urgent_Care_Open_Late,__,__,__,__,__,9b38nZuzsgyDUjnyeXLMxU,Lu4owAT6,__,0:04:41,0:00:14,www.surfsidehealthcare.com/family_practice,www.surfsidehealthcare.com/pediatrics,Urology,0,1,0,0,1,4UGNDUA,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/4UGNDUA.mp3
1,877-214-8220,2026-08-15 15:15:33,2026-08-15 15:16:05,00:00:32,2026-08-15 15:15:45,Midwest,Gulf Coast,Baton Rouge,Mobile,Associates Orthopedic Medicine,Postcard,Direct Mail,Same_Day_Appointments,__,__,__,__,__,__,__,__,0:00:11,0:00:21,__,__,Urology,1,0,0,1,0,5BERVN8,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/5BERVN8.mp3
1,877-214-8220,2026-08-20 12:09:30,2026-08-20 12:19:10,00:09:40,2026-08-20 12:18:23,Northeast,New England,Worcester,Mobile,St. Luke's Orthopedic Center,Google Ad,Paid Search,Orthopedic_Experts_You_Trust,cancer specialist near me,xwuU6Rg-JlFXgv,mr_yqUGPQzP,jElNXoHl7hcUfeS,U9nDPyQzfYD1,eroIVY2h_7CgtlAx8jg,NOTYbL1q7E2cVCAQuo,__,0:09:25,0:00:15,www.surfsidehealthcare.com/family_practice,www.surfsidehealthcare.com/pediatrics,Family Medicine,1,0,0,0,0,QYRYPQF,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/QYRYPQF.mp3
1,877-214-8220,2026-08-05 23:36:26,2026-08-05 23:47:18,00:10:52,2026-08-05 23:44:40,Northeast,New England,Providence,Mobile,St. Luke's Orthopedic Center,Google.com,Organic,__,__,__,__,__,__,-ll8R2Ru7Y2OKBn1p5yE,OpIyzhlvUw8nsfw,__,0:10:42,0:00:10,www.surfsidehealthcare.com/billing_and_administration,www.surfsidehealthcare.com/family_practice,0,0,0,1,0,0,BNHBGV6,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/BNHBGV6.mp3
1,877-214-8220,2026-08-05 11:31:42,2026-08-05 11:36:53,00:05:11,2026-08-05 11:35:02,Midwest,Southeast,Columbia,Mobile,Elizabeth Medical Center,Google Ad,Paid Search,Board_Certified_Specialists,cancer specialist near me,3kt6GT8ij-qaIstsU,LWQWPtlPhA19MMojC,bf0RbpjYIDbK,aoN2TNS2qW,eG4ELdZo74-F7k,4iynr-89GQnkXEHHJdxBK,__,0:04:52,0:00:19,www.surfsidehealthcare.com/,www.surfsidehealthcare.com/pediatrics,Oncology,1,0,0,1,0,NVE69C8,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/NVE69C8.mp3
1,877-214-8220,2026-08-17 23:30:02,2026-08-17 23:36:31,00:06:29,2026-08-17 23:30:05,Midwest,Southeast,Atlanta,Landline,Elizabeth Medical Center,Google.com,Organic,__,__,__,__,__,__,NeRzta9QYXi0d,R6DAa8f6,__,0:06:05,0:00:24,www.surfsidehealthcare.com/urgent-care,www.surfsidehealthcare.com/pediatrics,0,0,0,1,0,0,7PGSF9V,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/7PGSF9V.mp3
1,877-214-8220,2026-08-22 11:42:33,2026-08-22 11:50:45,00:08:12,2026-08-22 11:49:12,Midwest,Gulf Coast,Baton Rouge,Landline,Associates Orthopedic Medicine,Google Ad,Paid Search,Board_Certified_Specialists,orthopedic doctor for knee pain,6g8MB-VT,pEdbmx0eEVg_hrqWeSFhr,vzfdjjnGjLuxK0a8i,MugKCF78I49,y1Tc3O3OCV3cYJpphS,6VRiYfe9ZiqV4gfPbop,__,0:07:55,0:00:17,www.surfsidehealthcare.com/family_practice,www.surfsidehealthcare.com/oncology,Radiology,0,1,0,0,1,UMNGJFC,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/UMNGJFC.mp3
1,877-214-8220,2026-08-21 08:29:43,2026-08-21 08:41:06,00:11:23,2026-08-21 08:40:26,Northeast,New England,Hartford,Landline,St. Luke's Orthopedic Center,Display Ad,Banner Ad,Compassionate_Care_Close_to_Home,__,__,__,__,__,__,__,7IWIt_lScq5uk_N1pePJ,0:10:59,0:00:24,__,__,Family Medicine,1,0,0,1,0,ZR92HQD,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/ZR92HQD.mp3
1,877-214-8220,2026-08-05 14:50:34,2026-08-05 14:54:07,00:03:33,2026-08-05 14:52:01,Midwest,Southeast,Columbia,Mobile,Elizabeth Medical Center,Facebook Ad,Paid Social,World_Class_Care,__,__,__,__,__,ojDRf8MH2,ci881o7i3qdERT_,__,0:03:08,0:00:25,www.surfsidehealthcare.com/,www.surfsidehealthcare.com/urgent-care,Oncology,0,1,0,0,0,8K86YCS,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/8K86YCS.mp3
1,877-214-8220,2026-08-20 12:42:22,2026-08-20 12:47:24,00:05:02,2026-08-20 12:45:25,Midwest,Southeast,Charleston,Landline,Elizabeth Medical Center,Google Ad,Paid Search,Trusted_Family_Care,best orthopedic specialist,MvDrvJ5oBl-RRJhO5SV,8a5wTfoKRpcZyO,UVMFNTPB,QbV8YssvSlIxAkhJ,coV_vOVkcFd,ZqKumO4qxjn9MdW76pqsdn,__,0:04:48,0:00:14,www.surfsidehealthcare.com/pediatrics,www.surfsidehealthcare.com/,Pediatrics,1,0,0,0,0,D2XEFUE,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/D2XEFUE.mp3
1,877-214-8220,2026-08-13 15:02:35,2026-08-13 15:13:42,00:11:07,2026-08-13 15:05:06,Midwest,Southeast,Nashville,Mobile,Elizabeth Medical Center,Google Ad,Paid Search,Now_Accepting_New_Patients,urgent care near me,O05j2HsIOt5GA46N,zyKrPXgNf9IA7,HxPK8sP81_,R7VH14Qx4wwOtQZYPQT,AEkP75zTy,nkUqyeqo,__,0:10:53,0:00:14,www.surfsidehealthcare.com/family_practice,www.surfsidehealthcare.com/oncology,Lab,1,0,0,1,0,7DGPKBM,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/7DGPKBM.mp3
1,877-214-8220,2026-08-20 16:21:01,2026-08-20 16:32:03,00:11:02,2026-08-20 16:24:04,Midwest,Gulf Coast,Biloxi,Mobile,Associates Orthopedic Medicine,Bing Ad,Paid Search,Orthopedic_Experts_You_Trust,__,__,__,__,__,ztaOJkccFm00WMXQ1Dp0Sz,Ec1vFrkI,__,0:10:41,0:00:21,www.surfsidehealthcare.com/orthopedic,www.surfsidehealthcare.com/billing_and_administration,Family Medicine,1,0,0,1,0,JVYWBB5,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/JVYWBB5.mp3
1,877-214-8220,2026-08-05 05:29:42,2026-08-05 05:40:56,00:11:14,2026-08-05 05:39:43,Midwest,Gulf Coast,New Orleans,Landline,Associates Orthopedic Medicine,Google Ad,Paid Search,Now_Accepting_New_Patients,childrens doctor near me,GWL9kYY4mMnr,5lgn4FKsnm_y_WStM,j_APKO1CIyO3b,zWMHvj2cCsMr9,XRJCkGcYcKsth,ItjER0fpqGBuC2MQ,__,0:10:59,0:00:15,www.surfsidehealthcare.com/billing_and_administration,www.surfsidehealthcare.com/orthopedic,0,0,0,1,0,0,WAXPM6M,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/WAXPM6M.mp3
1,877-214-8220,2026-08-01 15:43:19,2026-08-01 15:58:17,00:14:58,2026-08-01 15:53:12,Midwest,Southeast,Columbia,Mobile,Elizabeth Medical Center,Google Ad,Paid Search,Orthopedic_Experts_You_Trust,family doctor accepting new patients,F73QrhmJ0sCeVlkKXII,fLXIVMgHk,pa8TRml7jTjwU0ds,peOXlNe6vj1EI8Eo,6ezuc9k7q4fKbqpHY,gk7v_GMKYhC0TEZ8UXYkd,__,0:14:46,0:00:12,www.surfsidehealthcare.com/,www.surfsidehealthcare.com/urgent-care,Radiology,0,1,0,0,1,7AKMBD5,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/7AKMBD5.mp3
1,877-214-8220,2026-08-13 09:31:15,2026-08-13 09:32:07,00:00:52,2026-08-13 09:31:27,Midwest,Southeast,Savannah,Mobile,Elizabeth Medical Center,Google Ad,Paid Search,Now_Accepting_New_Patients,walk in clinic near me,l1Dz-XqSTpC,kpAjzvLEdKFgXWF73IezF,EQXZXMqh3QWRi,1ZL6670Px8-HXpWSf6YrHt,My_mcIbrld3FjD,5o4EDKJJr553v,__,0:00:41,0:00:11,www.surfsidehealthcare.com/urgent-care,www.surfsidehealthcare.com/,Radiology,1,0,0,1,0,QE3UCWZ,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/QE3UCWZ.mp3
1,877-214-8220,2026-08-30 08:52:53,2026-08-30 08:57:13,00:04:20,2026-08-30 08:56:38,Midwest,Gulf Coast,Mobile,Mobile,Associates Orthopedic Medicine,Google.com,Organic,__,__,__,__,__,__,RS2J58NbBmu,bIVZ80yXOP9,__,0:04:07,0:00:13,www.surfsidehealthcare.com/oncology,www.surfsidehealthcare.com/,Lab,1,0,0,1,0,XTNFJBW,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/XTNFJBW.mp3
1,877-214-8220,2026-08-21 17:18:34,2026-08-21 17:26:36,00:08:02,2026-08-21 17:20:34,Midwest,Southeast,Savannah,Mobile,Elizabeth Medical Center,Google Ad,Paid Search,Same_Day_Appointments,pediatrician appointment today,Xfi0jUzQ7SW6gISHw,nkdmMhDXgo,BbxJLPHjmI5p,j6EXlEiCNERxEgu4XYy4rJ,SGTDnv-7edeVtK,hOHtMYAo,__,0:07:47,0:00:15,www.surfsidehealthcare.com/oncology,www.surfsidehealthcare.com/,Urology,1,0,0,1,0,4U3RPFH,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/4U3RPFH.mp3
1,877-214-8220,2026-08-16 12:56:44,2026-08-16 13:01:39,00:04:55,2026-08-16 13:00:07,Northeast,New England,New Haven,Mobile,St. Luke's Orthopedic Center,Google Ad,Paid Search,Compassionate_Care_Close_to_Home,childrens doctor near me,rhL77LV96ts5lr0z5Mu,z3C77VsjZwl,rQTLRnd_R,LpAdmmhd_,uOG6IzIKT0Kx1u,Vgd4HYmGejTvItt_Xs,__,0:04:39,0:00:16,www.surfsidehealthcare.com/oncology,www.surfsidehealthcare.com/urgent-care,Radiology,1,0,0,1,0,6EVFXZB,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/6EVFXZB.mp3
1,877-214-8220,2026-08-27 04:36:23,2026-08-27 04:36:44,00:00:21,2026-08-27 04:36:26,Northeast,New England,Manchester,Landline,St. Luke's Orthopedic Center,Google Ad,Paid Search,Board_Certified_Specialists,best orthopedic specialist,D7niteKT5w,BbqKcF0tjZ,froUioJacT9dIHQ2e,-0YD6RMdIbeQ,XiJ4vyeq,_C7zeKInig-,__,0:00:11,0:00:10,www.surfsidehealthcare.com/pediatrics,www.surfsidehealthcare.com/urgent-care,Lab,0,1,0,0,1,CW76JXD,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/CW76JXD.mp3
1,877-214-8220,2026-08-04 08:53:01,2026-08-04 09:04:37,00:11:36,2026-08-04 09:02:45,Midwest,Gulf Coast,Biloxi,Mobile,Associates Orthopedic Medicine,Google Ad,Paid Search,Compassionate_Care_Close_to_Home,same day appointment doctor,wjnk0Yy2,FViXZJUOYF-ccjyTjm7h,iwF1EQUo1Y,VwWhQytwW1SeiXQo,LtFAeVKmza,t_s18K_IZD3Dbo6Ji16p2,__,0:11:25,0:00:11,www.surfsidehealthcare.com/urgent-care,www.surfsidehealthcare.com/pediatrics,Pediatrics,0,1,0,0,1,BNXGPJ4,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/BNXGPJ4.mp3
1,877-214-8220,2026-08-27 12:23:24,2026-08-27 12:25:26,00:02:02,2026-08-27 12:24:08,Midwest,Gulf Coast,Biloxi,Mobile,Associates Orthopedic Medicine,Google Ad,Paid Search,Trusted_Family_Care,sports injury doctor,jwLsZ7zAHiE0t9LC2kSK,9Xi-UKHi,c4sjS7B3i,gQvv0Pa42mY,SM_9vTk-f07D,4Q_8_90VQXF__R,__,0:01:43,0:00:19,www.surfsidehealthcare.com/billing_and_administration,www.surfsidehealthcare.com/orthopedic,Lab,1,0,0,1,0,5ZFUACF,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/5ZFUACF.mp3
1,877-214-8220,2026-08-08 09:03:37,2026-08-08 09:16:35,00:12:58,2026-08-08 09:11:00,Midwest,Gulf Coast,Houston,Mobile,Associates Orthopedic Medicine,Google Ad,Paid Search,Urgent_Care_Open_Late,oncologist near me,RWOQRxwXj6xdnx,_hoV2ZsJh-zHx4Mlouz,iIk86PJVaTymqAfFXz,uNDe53Jd548Y_xjDw,_BsjBjZ6CAlKVt0z6duv,h8kdYeX6p_2hRadv,__,0:12:42,0:00:16,www.surfsidehealthcare.com/family_practice,www.surfsidehealthcare.com/oncology,Pediatrics,1,0,0,0,0,SA226NS,https://raw.githubusercontent.com/djuengstGH/Healthcare-demo-calls/main/SA226NS.mp3
